marker_ID,neuron,Oligo,Astro,OPC,Endo,Microglia
RPL4,0.0,0.0,0.0,0.0,1.238571888557615,0.0
EIF4G2,0.0,0.0,0.0,0.0,0.9341847038629237,0.0
RPL5,0.0,0.0,0.0,0.0,0.9113406313522672,0.0
BBS9,0.0,0.0,0.0,0.0,1.0001688314759258,0.0
RPL36AL,0.0,0.0,0.0,0.0,0.9547573983561344,0.0
COX6C,0.0,0.0,0.0,0.0,1.1358370547664074,0.0
CSDE1,0.0,0.0,0.0,0.0,0.7311476659130728,0.0
FTH1P8,0.0,0.0,0.0,0.0,1.023932443958363,0.0
LMBR1,0.0,0.0,0.0,0.0,0.7416928504742067,0.0
NAA38,0.0,0.0,0.0,0.0,0.7444815573301866,0.0
SRP14,0.0,0.0,0.0,0.0,1.0958901091919606,0.0
ARMC9,0.0,0.0,0.0,0.0,0.9570687702598712,0.0
HNRNPK,0.0,0.0,0.0,0.0,0.7047429204790072,0.0
UQCRQ,0.0,0.0,0.0,0.0,0.7070812460663174,0.0
USP39,0.0,0.0,0.0,0.0,0.7934538981949801,0.0
CHCHD2,0.0,0.0,0.0,0.0,1.0828909508550868,0.0
COX7CP1,0.0,0.0,0.0,0.0,0.2370867354768875,0.0
EDF1,0.0,0.0,0.0,0.0,0.5661383774864848,0.0
HOPX,0.0,0.0,0.0,0.0,0.8642361242355849,0.0
TMEM59,0.0,0.0,0.0,0.0,0.7905672826466923,0.0
COPS9,0.0,0.0,0.0,0.0,0.6825002801526847,0.0
LHFPL3,0.0,0.0,0.0,3.579198714161566,0.0,0.0
PCDH15,0.0,0.0,0.0,3.1384882681201978,0.0,0.0
PTPRZ1,0.0,0.0,1.878198206881856,3.1342754989423693,0.0,0.0
TNR,0.8504339841485373,0.0,0.0,2.912289293650561,0.0,0.0
LUZP2,0.0,0.0,0.0,2.6013414877445706,0.0,0.0
DSCAM,1.9865850238121157,0.0,0.0,3.4814250545678687,0.0,1.6873909219016967
VCAN,0.0,0.0,0.0,2.1810344710939304,0.0,0.0
SOX6,0.0,0.0,1.6575201988513086,2.3208337700789183,0.0,0.0
OLIG1,0.0,0.0,0.0,1.924035504339197,0.0,0.0
EPN2,0.0,0.0,0.0,2.257376802981483,0.0,0.0
APOD,0.0,1.5933149045186348,0.0,1.9380671916937604,0.0,0.0
KCNMB2-AS1,0.7901521036508246,0.0,0.0,2.543977538016077,0.0,0.0
AC004852,0.0,0.0,0.0,1.8377876634998263,0.0,0.0
SEMA5A,0.0,0.0,0.0,1.9020525872776828,0.0,0.0
GRID2,1.6366227515111753,0.0,0.0,2.863333027726288,0.0,1.3982036336941914
XYLT1,0.0,0.0,0.0,2.170477672076979,0.0,0.0
CHST11,0.0,0.0,0.0,1.9370486413564194,0.0,1.0949519263772554
NOVA1,1.3741851535879146,0.0,0.0,2.6536422629765726,0.0,0.0
NXPH1,0.0,0.0,0.0,1.9738960157771337,0.0,0.0
SCD5,0.6609985307403184,1.8206681308621757,0.0,2.2933483399449255,0.0,0.0
CA10,0.0,0.0,0.0,2.057071308668819,0.0,0.0
KIF13A,0.0,1.594252552618515,0.0,1.9424041176900775,0.0,0.0
PLPPR1,0.0,0.0,0.0,1.7436361882169797,0.0,0.0
LINC00511,0.0,0.0,0.0,1.7830685107644726,0.0,0.0
ADARB2,0.0,0.0,0.0,1.8767902851015066,0.0,0.0
SLC35F1,1.22899562453776,0.0,1.5778801894210417,2.4338080575193413,0.0,0.0
BCAN,0.0,0.0,0.0,1.7572001762464393,0.0,0.0
DPP6,1.907161146385372,0.0,0.0,2.7549537634787584,0.0,1.28057513790024
OPCML,2.9825817894090507,0.0,0.0,3.4899045915462175,0.0,1.4521010046010403
