marker_ID,EC,Epi,Fib,IC
ANXA11,0.0,1.1271856611121658,0.0,0.0
UQCRFS1,0.0,1.145945559138323,0.0,0.0
MRPL14,0.0,1.0534220326078851,0.0,0.0
CDC42EP5,0.0,0.8728385519088837,0.0,0.0
HEL-S-71,0.0,0.8155761719447332,0.0,0.0
MANF,0.0,0.8335894679652425,0.0,0.0
C1QBP,0.0,0.8649700417911903,0.0,0.0
ACADVL,0.0,0.6642125352070226,0.0,0.0
FAM3C,0.0,0.9856287735474272,0.0,0.0
ENSA,0.0,0.5102523136199483,0.0,0.0
ZC3H15,0.0,0.7568755682642146,0.0,0.0
TM4SF1,3.2087080459450923,0.0,0.0,0.0
FY,3.20146251963826,0.0,0.0,0.0
IFI27,3.236358669044452,0.0,0.0,0.0
AQP1,2.051735528093669,0.0,0.0,0.0
SELE,1.9098105316851728,0.0,0.0,0.0
VWF,1.795748758168656,0.0,0.0,0.0
RAMP2,1.9095655762308033,0.0,0.0,0.0
VCAM1,1.573976241397634,0.0,0.0,0.0
ECSCR,1.5285240133852038,0.0,0.0,0.0
C2CD4B,1.4229665058082213,0.0,0.0,0.0
ICAM1,1.6432477699460046,0.0,0.0,0.0
PECAM1,1.4711910188408281,0.0,0.0,0.0
ADAMTS9,1.4156893961882313,0.0,0.0,0.0
CLDN5,1.314447506139917,0.0,0.0,0.0
EMCN,1.4292205176861799,0.0,0.0,0.0
stc1,1.1931127714991012,0.0,0.0,0.0
PLVAP,1.3275915490288275,0.0,0.0,0.0
IL6,1.0874306753164158,0.0,0.0,0.0
A2M,1.5250469721690418,0.0,0.0,0.0
NPDC1,1.5266983631190292,0.0,0.0,0.0
RAMP3,1.1931127714991012,0.0,0.0,0.0
SPRY1,1.2551533050090655,0.0,0.0,0.0
TSPAN7,1.0723326504578694,0.0,0.0,0.0
CD93,1.106099714063386,0.0,0.0,0.0
hIAN7,0.9586037797515153,0.0,0.0,0.0
CALCRL,1.0735986811228655,0.0,0.0,0.0
ATP1A1,1.349967030751661,0.0,0.0,0.0
EPAS1,1.1671293042972049,0.0,0.0,0.0
ZNF385D,0.9691362371659347,0.0,0.0,0.0
BCAM,1.2273217159986458,0.0,0.0,0.0
IFITM1,1.1265746368049399,0.0,0.0,0.0
ADGRL4,0.9413180667281685,0.0,0.0,0.0
PRCP,1.2564743076841536,0.0,0.0,0.0
STOM,1.322824086619477,0.0,0.0,0.0
SLC2A3,1.1851015855254374,0.0,0.0,0.0
RND1,0.6963469918997047,0.0,0.0,0.0
DUSP23,1.2556531217413471,0.0,0.0,0.0
WWTR1,1.2122256134233647,0.0,0.0,0.0
DIPK2B,0.8858571290064501,0.0,0.0,0.0
MEF2C,1.0241746524031652,0.0,0.0,0.0
TNFSF10,1.0316469109766535,0.0,0.0,0.0
ARHGAP29,0.9992434538493746,0.0,0.0,0.0
ENG,1.0874306753164158,0.0,0.0,0.0
DSCR1,1.1157211152120232,0.0,0.0,0.0
JAM2,0.9620411358553179,0.0,0.0,0.0
NCOA7,1.3003691526335899,0.0,0.0,0.0
THBD,0.9514207547021892,0.0,0.0,0.0
ARL4A,0.9413180667281685,0.0,0.0,0.0
KLF2,0.9980804980149354,0.0,0.0,0.0
MARCKSL1,1.1907286241934827,0.0,0.0,0.0
HEL70,1.0839107414276892,0.0,0.0,0.0
HSPG2,1.072168105734216,0.0,0.0,0.0
ESAM,0.4982128004579718,0.0,0.0,0.0
UPP1,0.9122831236533319,0.0,0.0,0.0
IRF1,1.1993185534776996,0.0,0.0,0.0
TGFBR2,1.182685671955442,0.0,0.0,0.0
IFI16,1.2509610480397997,0.0,0.0,0.0
CLEC2B,1.402369698579744,0.0,0.0,0.0
TSHZ2,1.1954463536267828,0.0,0.0,0.0
ARRDC3,0.8246745020646775,0.0,0.0,0.0
CSRP2,0.4982128004579718,0.0,0.0,0.0
ADAMTS1,0.682289913315652,0.0,0.0,0.0
LY96,0.7943585111183277,0.0,0.0,0.0
ARID5A,0.4644385008879445,0.0,0.0,0.0
CAV2,0.8220970617424244,0.0,0.0,0.0
MYH9,1.0200601496798964,0.0,0.0,0.0
ACTN1,0.9560251483381335,0.0,0.0,0.0
FNIP2,0.8457841762879035,0.0,0.0,0.0
