marker_ID,Acinar,Ductal,EC,Endocrine,IC,Stellate
659,0.0,0.0,3.023723708671114,0.0,0.0,0.0
57153,0.0,0.0,2.7865359890572035,0.0,0.0,0.0
11346,0.0,0.0,3.4072791376113782,0.0,0.0,0.0
4739,0.0,0.0,2.3232080180507806,0.0,0.0,0.0
5906,0.0,0.0,3.197715794217098,0.0,0.0,0.0
57655,0.0,0.0,3.083081728934612,0.0,0.0,0.0
3065,0.0,0.0,2.7444624974040597,0.0,0.0,0.0
1808,0.0,0.0,2.8527808593875976,0.0,0.0,0.0
51465,0.0,0.0,3.017102283052555,0.0,0.0,0.0
23365,0.0,0.0,3.006785982424495,0.0,0.0,0.0
53826,0.0,0.0,2.1506172193784447,0.0,0.0,0.0
51100,0.0,0.0,2.270550165879409,0.0,0.0,0.0
4070,2.4968958586064662,5.759759282649178,0.0,0.0,0.0,0.0
3880,0.0,5.9173155529427275,0.0,0.0,0.0,0.0
3855,2.1570401186415005,5.824373683142648,0.0,0.0,0.0,0.0
3934,1.218921369170611,5.516600295265571,0.0,0.0,0.0,0.0
100133941,5.07951895280537,5.537536340544311,0.0,0.0,0.0,0.0
4071,4.907189994352439,5.342010599000147,4.8768807811854575,0.0,0.0,0.0
6385,3.26631986642126,4.4941914939135055,0.0,0.0,0.0,0.0
3875,4.509188886327316,5.187376466696384,0.0,0.0,0.0,0.0
3856,5.165518475009465,5.971262286756346,0.0,0.0,0.0,0.0
307,0.0,4.2111944321657,0.0,0.0,0.0,0.0
