marker_ID,Basal,Fib,Gland,Macro,NeuIm,NeuMa,Peri,Plasma,Tcell
VWA1,0.0,0.0,0.0,0.0,0.0,0.0,0.49278071710888566,0.0,0.0
LIMS2,0.0,0.0,0.0,0.0,0.0,0.0,0.5719194890426164,0.0,0.0
RASIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.50054789336573,0.0,0.0
CLIC4,0.0,0.0,0.0,0.0,0.0,0.0,0.6941486828970348,0.0,0.0
TINAGL1,0.0,0.0,0.0,0.0,0.0,0.0,0.7428551970196062,0.0,0.0
CD320,0.0,0.0,0.0,0.0,0.0,0.0,0.5760504015466652,0.0,0.0
SLFN5,0.0,0.0,0.0,0.0,0.0,0.0,0.6427551931284076,0.0,0.0
GNAQ,0.0,0.0,0.0,0.0,0.0,0.0,0.7807055509475502,0.0,0.0
NET1,0.0,0.0,0.0,0.0,0.0,0.0,0.7674818712929892,0.0,0.0
ERG,0.0,0.0,0.0,0.0,0.0,0.0,0.4515699275568975,0.0,0.0
POLE4,0.0,0.0,0.0,0.0,0.0,0.0,0.7920637132008453,0.0,0.0
NFKBIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.9647235385360886,0.0,0.0
ROBO4,0.0,0.0,0.0,0.0,0.0,0.0,0.3885605992544444,0.0,0.0
LUZP1,0.0,0.0,0.0,0.0,0.0,0.0,0.6848760390297498,0.0,0.0
TMEM204,0.0,0.0,0.0,0.0,0.0,0.0,0.5000240159265411,0.0,0.0
CSRNP1,0.0,0.0,0.0,0.0,0.0,0.0,0.8011938421119652,0.0,0.0
FLI1,0.0,0.0,0.0,0.0,0.0,0.0,0.5114931805331042,0.0,0.0
EPS8,0.0,0.0,0.0,0.0,0.0,0.0,0.652173805748157,0.0,0.0
SERPINH1,0.0,0.0,0.0,0.0,0.0,0.0,0.6496285243135107,0.0,0.0
ENTPD1,0.0,0.0,0.0,0.0,0.0,0.0,0.5613678266059797,0.0,0.0
MYC,0.0,0.0,0.0,0.0,0.0,0.0,0.7351552571500547,0.0,0.0
KIAA0355,0.0,0.0,0.0,0.0,0.0,0.0,0.5488502907640971,0.0,0.0
MKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.5065164117892281,0.0,0.0
PKP4,0.0,0.0,0.0,0.0,0.0,0.0,0.4352859880982932,0.0,0.0
ISG15,0.0,0.0,0.0,0.0,0.0,0.0,0.49342582311214667,0.0,0.0
MAP3K11,0.0,0.0,0.0,0.0,0.0,0.0,0.47747260688327814,0.0,0.0
FRY,0.0,0.0,0.0,0.0,0.0,0.0,0.4795965246532563,0.0,0.0
MYH9,0.0,0.0,0.0,0.0,0.0,0.0,1.0395058886552426,0.0,0.0
NASP,0.0,0.0,0.0,0.0,0.0,0.0,0.7860487556461939,0.0,0.0
MSN,0.0,0.0,0.0,0.0,0.0,0.0,0.795782795193156,0.0,0.0
WWTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.5695100003511022,0.0,0.0
NEDD9,0.0,0.0,0.0,0.0,0.0,0.0,0.6359887667199967,0.0,0.0
TNS2,0.0,0.0,0.0,0.0,0.0,0.0,0.58952229144116,0.0,0.0
EGLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.4873902283347969,0.0,0.0
PLA2G16,0.0,0.0,0.0,0.0,0.0,0.0,0.6804678283431624,0.0,0.0
SMAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.28080181499354356,0.0,0.0
PIK3C2A,0.0,0.0,0.0,0.0,0.0,0.0,0.49454643447872515,0.0,0.0
APOL3,0.0,0.0,0.0,0.0,0.0,0.0,0.37058470609713606,0.0,0.0
SERTAD4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.48726911448272053,0.0,0.0
GBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.4462623540236209,0.0,0.0
EFNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.19463999476516877,0.0,0.0
TSPAN4,0.0,0.0,0.0,0.0,0.0,0.0,0.6301467029018932,0.0,0.0
TMOD3,0.0,0.0,0.0,0.0,0.0,0.0,0.5271273395407136,0.0,0.0
PPFIBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.4632780579055036,0.0,0.0
LSR,0.0,0.0,0.0,0.0,0.0,0.0,0.4406718390377266,0.0,0.0
LHFPL6,0.0,0.0,0.0,0.0,0.0,0.0,0.7141386937528191,0.0,0.0
DAB2,0.0,0.0,0.0,0.0,0.0,0.0,0.49811689198183545,0.0,0.0
PLS3,0.0,0.0,0.0,0.0,0.0,0.0,0.46835950661246784,0.0,0.0
TRIM56,0.0,0.0,0.0,0.0,0.0,0.0,0.6725998401166386,0.0,0.0
YPEL2,0.0,0.0,0.0,0.0,0.0,0.0,0.29446436219061256,0.0,0.0
ASAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.4189732390749302,0.0,0.0
ABLIM1,0.0,0.0,0.0,0.0,0.0,0.0,0.3978543542392498,0.0,0.0
RUNX1T1,0.0,0.0,0.0,0.0,0.0,0.0,0.3989077075620053,0.0,0.0
DNAJB4,0.0,0.0,0.0,0.0,0.0,0.0,0.6017371183371988,0.0,0.0
FLOT1,0.0,0.0,0.0,0.0,0.0,0.0,0.6725998401166386,0.0,0.0
FOSL2,0.0,0.0,0.0,0.0,0.0,0.0,0.4921867600871994,0.0,0.0
RALB,0.0,0.0,0.0,0.0,0.0,0.0,0.32953946043013654,0.0,0.0
HDAC7,0.0,0.0,0.0,0.0,0.0,0.0,0.32041584781474275,0.0,0.0
COX7A1,0.0,0.0,0.0,0.0,0.0,0.0,0.5327035838808452,0.0,0.0
VAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.5319782274258688,0.0,0.0
TPST2,0.0,0.0,0.0,0.0,0.0,0.0,0.34245191892621624,0.0,0.0
FLNB,0.0,0.0,0.0,0.0,0.0,0.0,0.3573878094735309,0.0,0.0
WNK1,0.0,0.0,0.0,0.0,0.0,0.0,0.6023347625528708,0.0,0.0
NUCB1,0.0,0.0,0.0,0.0,0.0,0.0,0.6136549821213415,0.0,0.0
PRKCH,0.0,0.0,0.0,0.0,0.0,0.0,0.29588611244877355,0.0,0.0
PTPN12,0.0,0.0,0.0,0.0,0.0,0.0,0.26898993943962834,0.0,0.0
