marker_ID,EC,Epi,Fib,IC
KCNJ16,0.0,1.0986123085021973,0.0,0.0
EGF,0.0,0.6931471824645996,0.0,0.0
CGNL1,0.0,1.0986123085021973,0.0,0.0
WDR72,0.0,1.0986123085021973,0.0,0.6931471824645996
PPARGC1A,0.0,0.6931471824645996,0.0,0.0
TFCP2L1,0.0,0.6931471824645996,0.0,0.0
FHOD3,0.0,0.6931471824645996,0.0,0.0
FRAS1,0.0,0.6931471824645996,0.0,0.0
PTGER3,0.0,0.6931471824645996,0.0,0.0
PAX8,0.0,0.6931471824645996,0.0,0.0
AC138305.1,0.0,0.6931471824645996,0.0,0.0
SOX6,0.0,1.0986123085021973,0.0,0.0
PPP2R3A,0.0,0.6931471824645996,0.0,0.0
FARP1,0.0,1.0986123085021973,0.0,0.6931471824645996
NHS,0.0,1.0986123085021973,1.0986123085021973,0.0
CA12,0.0,0.6931471824645996,0.0,0.0
SHANK2,0.0,0.6931471824645996,0.0,0.0
KAZN,0.0,0.6931471824645996,0.0,0.0
AGBL4,0.0,0.6931471824645996,0.0,0.0
SHROOM3,0.0,0.6931471824645996,0.0,0.0
DANT2,0.0,0.6931471824645996,0.0,0.0
RALYL,0.0,0.6931471824645996,0.0,0.0
ARHGAP24,0.0,0.6931471824645996,0.0,0.6931471824645996
RBM47,0.0,0.6931471824645996,0.0,0.6931471824645996
PTH1R,0.0,0.6931471824645996,0.0,0.0
LGR4,0.0,0.6931471824645996,0.0,0.0
EFNA5,0.0,0.6931471824645996,0.6931471824645996,0.0
SULT1C2,0.0,0.6931471824645996,0.0,0.0
STPG2,0.0,0.6931471824645996,0.0,0.0
GPC5,0.0,0.6931471824645996,0.0,0.0
LMO7,0.0,0.6931471824645996,0.0,0.0
P3H2,0.0,0.6931471824645996,0.0,0.0
AC008014.1,0.0,0.6931471824645996,0.0,0.0
RAB11FIP3,0.0,0.6931471824645996,0.0,0.0
SAMD12,0.0,0.6931471824645996,0.0,0.0
CLMN,0.0,0.6931471824645996,0.0,0.0
PLEKHA7,0.0,0.6931471824645996,0.0,0.0
MAST4,0.6931471824645996,1.0986123085021973,0.0,0.0
PTPN13,0.0,0.6931471824645996,0.0,0.0
ABLIM1,0.0,0.6931471824645996,0.0,0.0
MTR,0.0,0.6931471824645996,0.0,0.0
DIP2C,0.0,0.6931471824645996,0.6931471824645996,0.0
VWA8,0.0,0.6931471824645996,0.0,0.0
KANSL1L,0.0,0.6931471824645996,0.0,0.0
CPEB4,0.0,0.6931471824645996,0.0,0.0
KCNIP4,0.0,0.6931471824645996,0.0,0.0
GLS,0.0,0.6931471824645996,0.0,0.0
TRAPPC9,0.0,0.6931471824645996,0.0,0.0
MAPK8,0.0,0.6931471824645996,0.0,0.0
ACACB,0.0,0.6931471824645996,0.0,0.0
FNBP1L,0.0,0.6931471824645996,0.0,0.0
MAGI3,0.0,0.6931471824645996,0.0,0.0
TRPS1,0.0,0.6931471824645996,0.0,0.0
UBE2H,0.0,0.6931471824645996,0.0,0.0
MAP4K3,0.0,0.6931471824645996,0.0,0.0
AKAP9,0.0,0.6931471824645996,0.0,0.0
CRADD,0.0,0.6931471824645996,0.0,0.0
ADK,0.0,0.6931471824645996,0.0,0.0
SUMF1,0.0,0.6931471824645996,0.0,0.0
