marker_ID,CM,EC,FB,MP,SMC
H19,0.0,6.885305171283223,0.0,0.0,0.0
A2M,0.0,7.358817737736559,0.0,0.0,6.732927268168012
KLF2,0.0,3.825488261293375,0.0,0.0,0.0
SDPR,3.981740189620139,7.155407446690303,0.0,0.0,0.0
SYNE1,3.4147962736771897,6.69390271095113,0.0,0.0,0.0
RAC1,5.452577740057313,5.946383181073887,5.690706982313808,0.0,0.0
TRDN,8.85253543978916,0.0,0.0,0.0,0.0
XIRP2,9.186152422853725,0.0,0.0,0.0,0.0
DSP,8.205145125751134,0.0,0.0,0.0,0.0
CKMT2,8.445629402791898,0.0,0.0,0.0,0.0
SMPX,8.348916988524978,0.0,0.0,0.0,0.0
MYOM2,7.8836001014313295,0.0,0.0,0.0,0.0
NRAP,7.406432662772145,0.0,0.0,0.0,0.0
XIRP1,8.120720244477345,0.0,0.0,0.0,0.0
MYZAP,7.586769974196436,0.0,0.0,0.0,0.0
CASQ2,8.302542471035501,0.0,0.0,0.0,0.0
SLC8A1,8.020379067762534,0.0,0.0,0.0,0.0
UQCRHL,7.470503734968061,0.0,0.0,0.0,0.0
CHCHD10,7.530336147462666,0.0,0.0,0.0,0.0
FAM129A,8.015626658275185,0.0,0.0,0.0,0.0
SYNPO2L,7.8023009326266335,0.0,0.0,0.0,0.0
UQCRBP1,7.431565535087164,0.0,0.0,0.0,0.0
PKP2,6.9356189306726375,0.0,0.0,0.0,0.0
AC018464.3,7.048358215469238,0.0,0.0,0.0,0.0
FGF12,7.180486932672661,0.0,0.0,0.0,0.0
CDH2,6.84930561870356,0.0,0.0,0.0,0.0
HSPB3,6.9728262557760745,0.0,0.0,0.0,0.0
LMO7,6.884780858846177,0.0,0.0,0.0,0.0
FILIP1,7.760658013913183,0.0,0.0,0.0,0.0
GOT1,7.35709070371309,0.0,0.0,0.0,0.0
ENO3,7.7368033177514715,0.0,0.0,0.0,0.0
LMOD3,6.412988608220352,0.0,0.0,0.0,0.0
HSPB8,7.796458122035749,0.0,0.0,0.0,0.0
